City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
697,Pangkalanbuun,ID,-2.6833,111.6167,78.57,80,100,4.27,overcast clouds
698,Marsa Matruh,EG,31.3525,27.2453,65.01,56,0,5.53,clear sky
699,Roberval,CA,48.5168,-72.2324,28.8,82,94,15.46,overcast clouds
700,Rocha,UY,-34.4833,-54.3333,56.05,70,0,8.43,clear sky
701,Teya,RU,60.3778,92.6267,-4.99,98,100,4.36,overcast clouds
702,Wasilla,US,61.5814,-149.4394,20.35,89,100,0.0,mist
703,Talakan,RU,50.3167,130.3667,-10.21,86,98,6.55,overcast clouds
704,Macusani,PE,-14.0833,-70.4333,37.87,85,100,2.55,overcast clouds
705,Flin Flon,CA,54.7682,-101.865,10.27,92,100,11.74,overcast clouds
706,Khorixas,NA,-20.3667,14.9667,63.52,59,100,1.83,overcast clouds
707,Phalodi,IN,27.1333,72.3667,68.41,20,4,3.31,clear sky
708,Ashland,US,40.8167,-82.2665,40.1,97,78,8.12,broken clouds
709,Ruthin,GB,53.1137,-3.3178,31.44,92,4,4.16,clear sky
710,Bairiki,KI,1.3292,172.9752,81.99,73,56,6.93,broken clouds
711,Businga,CD,3.3333,20.8833,69.4,84,29,1.41,scattered clouds
712,Alto Araguaia,BR,-17.3147,-53.2153,69.4,91,100,2.33,overcast clouds
713,Ajra,IN,16.1167,74.2,75.96,48,28,6.73,scattered clouds
714,Subang,ID,-7.1277,108.5283,76.19,85,100,1.63,overcast clouds
715,Itarema,BR,-2.9248,-39.9167,78.71,77,100,13.06,overcast clouds
716,Beringovskiy,RU,63.05,179.3167,27.66,77,100,18.68,overcast clouds
717,Denham Springs,US,30.4869,-90.9562,45.91,94,0,1.01,clear sky
718,Staroaleyskoye,RU,51.0061,82.0,-7.94,91,5,3.24,clear sky
719,Sembe,CG,1.6481,14.5806,70.29,79,68,0.94,broken clouds
720,Tessalit,ML,20.1986,1.0114,67.21,21,0,6.51,clear sky
721,Mangrol,IN,21.1167,70.1167,78.21,52,97,7.63,overcast clouds
722,Hofn,IS,64.2539,-15.2082,20.03,63,100,19.1,overcast clouds
723,Tabou,CI,4.423,-7.3528,76.6,87,17,4.9,light rain
724,Saint-Augustin,CA,51.226,-58.6502,28.42,79,16,13.76,few clouds
725,Moussoro,TD,13.6408,16.4901,67.95,20,75,11.45,broken clouds
726,Two Rivers,US,44.1539,-87.5693,32.99,85,100,8.05,overcast clouds
727,Metro,ID,-5.1131,105.3067,84.16,70,100,0.78,overcast clouds
728,San Vicente,AR,-26.6167,-54.1333,66.45,74,48,1.14,scattered clouds
729,Karasjok,NO,69.4719,25.5112,13.95,95,98,6.53,overcast clouds
730,Salinopolis,BR,-0.6136,-47.3561,77.68,86,91,8.57,overcast clouds
731,Moerai,PF,-22.4333,-151.3333,77.29,80,99,17.65,overcast clouds
732,Luang Prabang,LA,19.8856,102.1347,79.56,52,57,0.94,broken clouds
733,Nanakuli,US,21.3906,-158.1547,76.86,72,7,6.78,clear sky
734,Gambela,ET,8.25,34.5833,74.59,60,1,2.44,clear sky
735,Changji,CN,44.0167,87.3167,0.39,85,40,4.47,mist
736,Pacific Grove,US,36.6177,-121.9166,48.65,81,100,4.14,overcast clouds
737,Vila Do Maio,CV,15.1333,-23.2167,74.19,80,1,17.92,clear sky
738,Pochutla,MX,15.7432,-96.4661,72.82,74,8,3.33,clear sky
739,Sistranda,NO,63.7256,8.834,30.16,62,100,13.42,light snow
740,Sarai Naurang,PK,32.8259,70.7814,64.72,21,0,0.58,clear sky
741,Avsyunino,RU,55.5652,39.1232,25.68,94,100,11.83,light snow
742,Peniche,PT,39.3558,-9.3811,59.56,83,25,22.82,scattered clouds
743,Gasa,PS,31.5,34.4667,62.24,85,0,5.08,clear sky
744,Zdvinsk,RU,54.7021,78.661,-8.59,92,15,6.78,few clouds
